appId,date,dauReal,mauReal
com.app.62062,2024-01-04,31224.0,488848.0
com.app.34216,2024-01-04,1746.0,37850.0
com.app.26790,2024-01-04,11706.0,141119.0
com.app.18251,2024-01-04,53337.0,243610.0
com.app.99432,2024-01-04,1086543.0,2985247.0
com.app.23305,2024-01-04,5085328.0,29379600.0
com.app.30329,2024-01-04,797498.0,10410017.0
com.app.14509,2024-01-04,1260930.0,5878978.0
com.app.55057,2024-01-04,5340.0,100669.0
com.app.60633,2024-01-04,38337.0,436457.0
com.app.66274,2024-01-04,16471.0,76796.0
com.app.68335,2024-01-04,10508.0,69222.0
com.app.92210,2024-01-04,9971.0,106742.0
com.app.64353,2024-01-04,325272.0,721913.0
com.app.22262,2024-01-04,79688.0,619246.0
com.app.92275,2024-01-04,83501.0,746615.0
com.app.64667,2024-01-04,203232.0,1798546.0
com.app.78794,2024-01-04,6634121.0,21871213.0
com.app.65216,2024-01-04,14123.0,193952.0
com.app.85803,2024-01-04,6778.0,61159.0
com.app.78155,2024-01-04,28985.0,78891.0
com.app.14811,2024-01-04,25810.0,108505.0
com.app.85231,2024-01-04,16775.0,72932.0
com.app.78470,2024-01-04,32325.0,466340.0
com.app.48065,2024-01-04,671312.0,4151990.0
com.app.97988,2024-01-04,8564.0,60027.0
com.app.24343,2024-01-04,20010.0,206336.0
com.app.40009,2024-01-04,86580.0,298928.0
com.app.78762,2024-01-04,86337.0,182405.0
com.app.34656,2024-01-04,54356.0,541786.0
com.app.97976,2024-01-04,7205.0,87313.0
com.app.21397,2024-01-04,58755.0,518124.0
com.app.95194,2024-01-04,657330.0,4819617.0
com.app.60423,2024-01-04,67708.0,670085.0
com.app.81754,2024-01-04,8363.0,76756.0
com.app.96897,2024-01-04,42029.0,319336.0
com.app.34625,2024-01-04,27224.0,169014.0
com.app.19872,2024-01-04,43918.0,239030.0
com.app.21027,2024-01-04,43061.0,414086.0
com.app.64776,2024-01-04,3936.0,99163.0
com.app.24391,2024-01-04,4299.0,79284.0
com.app.44002,2024-01-04,19184.0,143666.0
com.app.87209,2024-01-04,4134.0,62656.0
com.app.72653,2024-01-04,18364.0,110919.0
com.app.27567,2024-01-04,7591.0,126543.0
com.app.90857,2024-01-04,6288.0,129596.0
com.app.50792,2024-01-04,8435.0,112426.0
com.app.79754,2024-01-04,13309.0,163795.0
com.app.91390,2024-01-04,42232.0,177655.0
com.app.55537,2024-01-04,14954.0,138294.0
com.app.33540,2024-01-04,794120.0,3634750.0
com.app.31679,2024-01-04,288831.0,1347216.0
com.app.77385,2024-01-04,438473.0,1933775.0
com.app.41189,2024-01-04,8285228.0,19046219.0
com.app.85381,2024-01-04,1622.0,24659.0
com.app.71740,2024-01-04,10351.0,34582.0
com.app.82896,2024-01-04,22630.0,185496.0
com.app.19772,2024-01-04,412790.0,891943.0
com.app.36648,2024-01-04,336253.0,683650.0
com.app.31153,2024-01-04,1848547.0,5873998.0
com.app.62109,2024-01-04,1606127.0,7019241.0
com.app.32607,2024-01-04,105849.0,531216.0
com.app.48189,2024-01-04,8343.0,43679.0
com.app.21603,2024-01-04,449612.0,6902041.0
com.app.88516,2024-01-05,1424.0,15163.0
com.app.88516,2024-01-06,1276.0,15309.0
com.app.80569,2024-01-05,13930.0,169713.0
com.app.80569,2024-01-06,13686.0,169890.0
com.app.59849,2024-01-05,34525.0,790561.0
com.app.59849,2024-01-06,32805.0,731558.0
com.app.93571,2024-01-05,2650478.0,12700438.0
com.app.93571,2024-01-06,2348864.0,12740491.0
com.app.96938,2024-01-05,28393.0,143211.0
com.app.96938,2024-01-06,15917.0,142899.0
com.app.36612,2024-01-05,22646.0,173864.0
com.app.36612,2024-01-06,22514.0,174117.0
com.app.72656,2024-01-05,99671.0,419392.0
com.app.72656,2024-01-06,54745.0,419387.0
com.app.82889,2024-01-05,1271.0,13000.0
